Open Source,Country,Yearly Salary in USD
Yes,Luxembourg,42836
No,United States,107000
Yes,Australia,115961
Yes,Israel,77238
No,United States,118000
Yes,India,4696
No,United States,130000
Yes,United States,126000
No,Canada,44287
Yes,Switzerland,72989
No,United States,30000
Yes,Spain,19582
No,Switzerland,99056
Yes,Norway,8927
Yes,United Kingdom,166685
Yes,United States,120000
No,Finland,73433
No,India,37571
Yes,Netherlands,85671
Yes,Denmark,64103
Yes,United States,130000
No,Norway,79702
Yes,India,14480
No,United States,80000
No,Norway,84165
No,United Kingdom,62507
Yes,United Kingdom,159740
No,France,44060
Yes,United States,120000
No,Spain,42836
Yes,United States,140000
No,India,12132
No,France,70985
Yes,Canada,4026
No,United States,40000
No,United States,150000
No,United States,87000
Yes,United States,180000
Yes,Canada,104678
No,United States,60000
Yes,Austria,4896
No,United States,150000
Yes,India,62618
Yes,United States,60000
Yes,United States,115000
No,Australia,91570
No,United States,115000
Yes,United States,120000
Yes,Philippines,39382
No,United Kingdom,50005
No,India,18840
No,France,67313
Yes,Norway,92454
No,United Kingdom,44449
No,United States,90000
No,United States,75000
No,India,9580
Yes,United States,80000
Yes,India,23482
No,United Kingdom,90288
No,United States,84000
No,United Kingdom,13890
Yes,Greece,0
No,Canada,78106
No,India,14324
Yes,Turkey,10582
Yes,Hungary,39698
Yes,United States,80000
No,United States,40000
Yes,Australia,91170
No,Canada,56365
Yes,Austria,120000
Yes,Ireland,81388
No,United States,148000
No,United States,75000
No,New Zealand,50000
Yes,France,110149
Yes,Australia,71976
Yes,Canada,92600
Yes,Czech Republic,0
Yes,United States,20000
Yes,Denmark,97180
No,Germany,52872
Yes,Australia,79973
No,Norway,15303
No,India,2270
No,United States,95000
No,United Kingdom,48616
No,India,11741
No,Germany,22030
Yes,Netherlands,41323
No,United Kingdom,58340
No,United States,65000
Yes,United States,85000
Yes,United States,75000
No,United Kingdom,66674
No,Spain,48955
No,United Kingdom,41671
No,Germany,48955
Yes,United States,130000
Yes,United States,167000
Yes,Germany,80348
Yes,United Kingdom,90288
Yes,United States,75000
Yes,United States,160000
Yes,Italy,29373
No,Norway,49428
Yes,Spain,30597
No,United States,110000
No,United States,180000
Yes,Germany,80776
No,India,43832
Yes,United Kingdom,60007
No,France,39776
Yes,Japan,80521
Yes,China,70125
No,United Kingdom,65285
Yes,United Kingdom,72925
No,United States,85000
No,Austria,61194
No,United States,93000
No,United States,132000
No,United Kingdom,62507
No,United States,70000
Yes,India,31309
Yes,United States,130000
Yes,United States,50000
No,United States,118000
No,France,40388
Yes,United States,105000
No,Switzerland,145977
No,United States,93000
Yes,United States,100000
No,Ireland,58746
No,Canada,35429
No,United States,65000
No,India,31309
Yes,India,9393
No,Other Country (Not Listed Above),125000
Yes,Bangladesh,0
No,United States,11000
Yes,United States,150000
No,United States,110000
No,United Kingdom,120846
No,United States,112000
Yes,United States,55000
No,Australia,105565
No,United States,90000
No,United States,70500
No,United Kingdom,55562
Yes,Canada,66833
Yes,Netherlands,59970
No,United States,219000
Yes,United States,80000
Yes,United States,70000
Yes,United Kingdom,48616
Yes,United States,65520
Yes,Spain,61194
Yes,Poland,53006
No,United States,65000
No,United Kingdom,118068
No,United States,63000
Yes,Canada,76495
Yes,United States,150000
No,Australia,95968
No,United Kingdom,23614
No,India,25047
No,India,5479
Yes,India,7827
Yes,Netherlands,80776
No,France,48955
Yes,India,15654
Yes,United States,120524
Yes,Germany,44060
Yes,United States,92000
Yes,United States,165000
Yes,United States,30000
No,United States,46554
No,India,11741
Yes,United States,102000
Yes,United Kingdom,97233
No,United States,60000
Yes,France,68537
No,United States,114000
No,Canada,64820
No,France,110149
Yes,United States,156000
No,United States,105000
Yes,United States,25000
No,United States,90000
No,Norway,89266
No,Singapore,0
No,United States,160000
No,Norway,89266
Yes,United Kingdom,0
Yes,Spain,48955
No,United States,42000
Yes,Germany,68537
No,Canada,53144
No,Peru,25000
Yes,Spain,0
Yes,United States,100000
No,United Kingdom,93066
No,Spain,22030
No,United Kingdom,112512
No,United States,95000
No,United Kingdom,58340
Yes,Germany,79552
Yes,United States,125000
Yes,United Kingdom,111123
No,France,56298
No,South Africa,27607
No,United States,110000
No,France,55075
No,India,14089
No,United States,70000
Yes,France,55075
Yes,United States,150000
Yes,United States,118000
Yes,Austria,54830
Yes,United Kingdom,62507
Yes,United States,82000
No,India,9393
No,Portugal,36716
Yes,France,67313
No,France,39164
Yes,United Kingdom,20526
No,United States,85000
No,United Kingdom,94455
Yes,United States,140000
No,Sweden,149712
Yes,France,32678
No,Canada,68443
Yes,United States,65000
No,Canada,80521
Yes,Finland,85671
No,Portugal,36716
No,United Kingdom,89940
Yes,United Kingdom,79175
Yes,United States,12000
No,Canada,72469
No,Greece,0
No,Romania,73433
Yes,Russian Federation,159219
No,New Zealand,83342
No,Canada,40261
No,United States,95000
No,Canada,65625
Yes,Switzerland,109483
No,Spain,19582
No,United Kingdom,93066
No,United States,123000
No,United Kingdom,70105
Yes,France,34269
Yes,United States,180000
No,Spain,33045
No,France,61194
No,United States,30000
Yes,United States,140000
No,United States,90000
No,United States,180000
No,United States,120000
Yes,United States,85350
Yes,United States,48000
No,Australia,103965
No,United States,46000
Yes,United States,105000
No,France,40388
No,India,12524
No,United Kingdom,25003
Yes,France,51403
No,Germany,128507
No,United States,95000
No,United States,60000
No,United States,120000
Yes,United States,110000
No,Switzerland,104269
No,United Kingdom,34726
No,New Zealand,43851
No,United States,60060
Yes,United States,92000
Yes,United States,65000
No,Canada,64417
No,United States,75000
Yes,United States,110000
Yes,United Kingdom,79175
No,United States,136000
No,Greece,30597
Yes,Spain,26925
Yes,United Kingdom,41671
Yes,India,6575
No,Germany,79552
No,Canada,34632
Yes,United States,90000
Yes,United States,195000
Yes,United States,75000
Yes,United States,91750
Yes,Canada,80521
Yes,United Kingdom,208356
No,Canada,112730
Yes,Australia,143952
Yes,United States,57000
No,United Kingdom,22225
No,Germany,73433
Yes,India,20351
Yes,France,36716
Yes,Italy,30597
No,Australia,102366
Yes,United States,180000
No,United Kingdom,41671
No,United Kingdom,55006
No,United Kingdom,29948
No,United Kingdom,34726
Yes,Australia,87971
Yes,United States,108000
Yes,United States,140000
No,United Kingdom,72230
Yes,United States,133000
Yes,Switzerland,52135
No,United Kingdom,38893
Yes,United States,134000
No,United States,105000
Yes,Canada,96626
No,Germany,79552
Yes,United States,24000
Yes,Chile,150000
Yes,United Kingdom,84731
Yes,Israel,119953
Yes,India,46963
No,Germany,48955
Yes,United States,93000
Yes,United States,200000
No,United Kingdom,55562
No,United States,127000
No,United States,52500
Yes,United States,95000
Yes,United Kingdom,18752
No,United Kingdom,62507
No,Portugal,17134
Yes,United States,107000
Yes,Germany,55075
No,United States,60000
Yes,Canada,68443
No,United States,100000
No,Denmark,65089
Yes,United States,72000
Yes,United States,103000
Yes,United States,66500
Yes,United States,100000
Yes,United States,57000
No,United States,110000
Yes,Indonesia,8950
No,Spain,42836
Yes,Slovenia,36716
Yes,United States,170000
No,Australia,66378
No,Germany,117492
No,United States,76000
No,United States,130000
No,Germany,67313
Yes,Serbia,183582
No,United States,67500
Yes,United States,140000
No,Spain,26925
No,United States,230000
No,United States,90000
Yes,United Kingdom,63896
No,United States,180
Yes,France,61194
No,Canada,138904
No,United States,55000
Yes,United States,96000
Yes,Australia,55981
Yes,United States,119000
Yes,Germany,91791
No,United States,120000
No,Ireland,35492
No,United States,300000
No,Poland,73518
Yes,Australia,95968
Yes,United States,150000
Yes,Canada,96626
No,United States,87000
No,France,37940
No,Netherlands,73433
Yes,United Kingdom,36115
No,India,10488
Yes,United States,105000
No,United States,140000
No,Germany,56298
No,India,10958
No,India,12524
Yes,Spain,24478
No,United States,141100
No,United States,53000
Yes,United States,135000
Yes,India,26738
No,Canada,59183
No,Spain,22030
Yes,Germany,104030
Yes,Spain,24478
No,United States,75000
No,Portugal,26925
Yes,United Kingdom,56395
No,India,15654
No,Ireland,40388
Yes,China,4
No,India,14089
Yes,Germany,73433
Yes,Czech Republic,36197
Yes,United States,110000
No,United States,190000
No,United States,115500
No,United States,146000
Yes,United States,300000
Yes,United States,130000
No,United Kingdom,104178
Yes,Germany,91791
No,United States,20000
No,United States,71510
Yes,United States,120000
No,Guatemala,10000
Yes,United States,155000
No,United Kingdom,22225
Yes,Spain,42836
No,New Zealand,65776
No,United States,70000
Yes,United Kingdom,109178
Yes,United States,80000
No,United States,177000
Yes,Switzerland,117824
No,United States,137000
No,United States,115000
No,United States,99000
No,France,67313
No,United States,57096
No,Australia,49583
No,United Kingdom,35768
No,United Kingdom,50710
No,United Kingdom,66674
No,United States,91765
Yes,Poland,55873
Yes,India,11271
No,Netherlands,30597
Yes,United States,153000
No,United States,80000
No,United States,50000
Yes,Germany,63642
No,Germany,79552
Yes,India,7827
No,United Kingdom,48616
Yes,India,5636
No,United States,55000
Yes,Taiwan,61015
No,Germany,79552
No,United Kingdom,38893
Yes,Indonesia,45677
Yes,Spain,62418
Yes,Poland,17644
Yes,Netherlands,97910
No,United Kingdom,31948
No,Canada,120782
No,United States,63000
Yes,United States,153000
No,Canada,8052
No,Netherlands,91791
No,United States,86000
Yes,India,9393
Yes,Australia,119960
Yes,Finland,73433
No,United Kingdom,30559
No,United Kingdom,20836
Yes,United States,185400
No,India,27145
Yes,United Kingdom,69452
No,United States,75000
No,France,39164
No,United States,125000
Yes,United States,40000
No,Ukraine,19026
No,Netherlands,93871
No,United States,105000
No,United States,75000
No,Italy,61194
No,Czech Republic,90000
No,Indonesia,0
Yes,United States,75000
No,United States,165000
No,United States,65000
No,United States,100000
No,United States,67000
No,United Kingdom,43060
Yes,Turkey,23842
No,Canada,76495
No,United States,80000
No,France,39164
Yes,Switzerland,104269
No,United Kingdom,34726
Yes,United Kingdom,76397
No,India,16437
No,United States,170000
No,United States,110000
Yes,United States,88500
No,Canada,56365
Yes,India,13150
No,Switzerland,67567
No,India,3914
Yes,United States,195000
No,United States,91500
Yes,Colombia,75000
No,United States,82500
Yes,India,9236
No,Germany,85671
Yes,India,0
No,United States,75000
No,Italy,257014
No,Austria,64866
No,United States,158000
No,United Kingdom,38893
Yes,United States,165000
Yes,United Kingdom,51394
Yes,United States,54000
Yes,United States,190000
No,United States,170000
Yes,United States,160000
No,Australia,59980
Yes,United States,60000
Yes,Netherlands,85671
No,United States,160000
Yes,Germany,116756
Yes,United States,120000
No,United States,66000
No,Germany,62418
No,Italy,35492
No,United States,85000
Yes,United States,120000
No,United Kingdom,55562
No,United Kingdom,33337
No,Netherlands,83224
Yes,India,25047
Yes,United States,150000
Yes,India,7514
Yes,United States,71000
Yes,Germany,51403
No,Australia,95968
Yes,United States,200000
Yes,United States,115000
Yes,Germany,104030
Yes,United States,110000
No,United States,80000
Yes,United States,155000
No,United States,90000
No,Bulgaria,35631
Yes,United States,75000
No,France,46997
No,Germany,70985
Yes,United States,160000
No,United States,103000
Yes,United States,40000
Yes,United States,61000
No,United States,80000
No,United States,125000
Yes,United States,60000
No,United States,115000
No,United States,120000
Yes,United States,180000
Yes,Australia,95968
No,United States,80000
No,France,45283
No,United States,61360
Yes,United States,105000
Yes,United States,140000
Yes,Spain,29373
Yes,United Kingdom,33337
Yes,United Kingdom,55562
Yes,Germany,56298
Yes,Spain,32433
No,Australia,90370
Yes,Ireland,56298
Yes,United States,111000
No,United States,149000
Yes,New Zealand,69430
Yes,United Kingdom,104178
Yes,Norway,60573
No,United States,150000
Yes,Canada,52339
Yes,United States,110000
No,United Kingdom,65979
Yes,Austria,91791
No,Ireland,44060
Yes,United States,146000
No,United States,80000
Yes,India,21916
No,United States,165000
No,United States,27000
No,United States,78000
Yes,Germany,146865
No,United States,105000
Yes,South Korea,56058
No,Canada,64417
No,United States,25000
No,Slovenia,61194
Yes,United States,64800
Yes,United States,0
No,Serbia,30597
No,United Kingdom,19447
No,United States,54000
No,Canada,84547
No,United States,35000
Yes,United Kingdom,83342
No,Ireland,85671
No,United States,130000
Yes,India,9393
No,United States,115000
Yes,United States,110000
No,Switzerland,104269
Yes,United States,75000
No,United States,120000
Yes,United States,115000
Yes,United States,78000
No,Germany,67313
No,United Kingdom,41671
Yes,Australia,62379
Yes,Switzerland,50179
No,Germany,29985
No,United States,72000
Yes,United States,135000
No,United States,130000
Yes,United States,150000
Yes,Viet Nam,0
No,United States,180000
No,Canada,69248
No,Spain,33045
No,United Kingdom,38893
Yes,United Kingdom,62507
No,United Kingdom,38893
No,United Kingdom,38199
No,United States,70000
Yes,United States,170000
Yes,India,46963
No,United States,70000
No,France,36716
No,France,73433
No,Canada,67362
Yes,United Kingdom,90288
No,United States,63000
Yes,United States,87500
Yes,United States,129000
Yes,Germany,73433
No,India,20351
Yes,France,51403
No,United States,98000
Yes,United States,155000
No,Ireland,82000
Yes,Israel,74897
No,United States,155000
Yes,New Zealand,87701
No,United States,115000
No,United States,140000
No,Spain,61194
No,United States,60000
No,United States,50000
Yes,Canada,60391
No,United States,45000
Yes,United States,150000
Yes,United States,66000
Yes,Canada,69248
No,United States,100000
Yes,India,6262
Yes,United States,50000
No,Switzerland,35191
No,United States,115000
No,United States,102000
No,United States,110000
No,United Kingdom,46533
Yes,Brazil,112289
Yes,Peru,88000
Yes,Ukraine,82000
Yes,United States,84000
Yes,Thailand,35000
No,United States,100000
Yes,United States,100000
Yes,Canada,52339
No,United States,63000
No,United Kingdom,54173
No,Spain,48955
No,United States,75000
No,India,13150
Yes,United States,0
No,United States,101000
No,Singapore,54129
No,United States,63000
Yes,Canada,76495
Yes,United States,50000
No,United States,190000
Yes,United States,106000
No,India,8610
Yes,United Kingdom,63896
No,India,12524
No,United States,78000
Yes,United Kingdom,25003
Yes,Russian Federation,30075
No,Germany,73433
No,India,25830
No,United States,134000
Yes,United Kingdom,70841
Yes,"Iran, Islamic Republic of...",0
No,Canada,70456
No,United States,90000
No,Australia,79973
Yes,United States,80000
Yes,United Kingdom,104178
Yes,Netherlands,195820
Yes,Spain,37206
No,United Kingdom,16668
No,Canada,64417
Yes,United States,194000
No,United States,54000
No,United States,71000
No,Germany,61194
Yes,United States,185000
